target_eeg_channel,target_order,selected_meg_mag_channel,selected_meg_mag_order,distance,coordinate_frame,mapping_status,blocked_reason,meg_x,meg_y,meg_z
,,MEG0331,10,,device,blocked_no_confirmed_target_eeg64_coordinates,Existing EEG data exposes channel names but no accepted target EEG64 coordinate source; no BioSemi64 or other standard montage assumed.,-0.07020000368356705,0.07580000162124634,0.07069999724626541
,,MEG0341,11,,device,blocked_no_confirmed_target_eeg64_coordinates,Existing EEG data exposes channel names but no accepted target EEG64 coordinate source; no BioSemi64 or other standard montage assumed.,-0.10029999911785126,0.06589999794960022,0.008100000210106373
,,MEG0411,12,,device,blocked_no_confirmed_target_eeg64_coordinates,Existing EEG data exposes channel names but no accepted target EEG64 coordinate source; no BioSemi64 or other standard montage assumed.,-0.08079999685287476,0.04129999876022339,0.07199999690055847
,,MEG0421,13,,device,blocked_no_confirmed_target_eeg64_coordinates,Existing EEG data exposes channel names but no accepted target EEG64 coordinate source; no BioSemi64 or other standard montage assumed.,-0.05260000005364418,0.0406000018119812,0.09520000219345093
,,MEG0431,14,,device,blocked_no_confirmed_target_eeg64_coordinates,Existing EEG data exposes channel names but no accepted target EEG64 coordinate source; no BioSemi64 or other standard montage assumed.,-0.053700000047683716,0.005900000222027302,0.09690000116825104
,,MEG0441,15,,device,blocked_no_confirmed_target_eeg64_coordinates,Existing EEG data exposes channel names but no accepted target EEG64 coordinate source; no BioSemi64 or other standard montage assumed.,-0.08290000259876251,0.006200000178068876,0.07280000299215317
,,MEG0511,16,,device,blocked_no_confirmed_target_eeg64_coordinates,Existing EEG data exposes channel names but no accepted target EEG64 coordinate source; no BioSemi64 or other standard montage assumed.,-0.06369999796152115,0.12540000677108765,0.01360000018030405
,,MEG0521,17,,device,blocked_no_confirmed_target_eeg64_coordinates,Existing EEG data exposes channel names but no accepted target EEG64 coordinate source; no BioSemi64 or other standard montage assumed.,-0.03319999948143959,0.1396999955177307,0.017400000244379044
,,MEG0531,18,,device,blocked_no_confirmed_target_eeg64_coordinates,Existing EEG data exposes channel names but no accepted target EEG64 coordinate source; no BioSemi64 or other standard montage assumed.,-0.03370000049471855,0.1273999959230423,0.048500001430511475
,,MEG0541,19,,device,blocked_no_confirmed_target_eeg64_coordinates,Existing EEG data exposes channel names but no accepted target EEG64 coordinate source; no BioSemi64 or other standard montage assumed.,-0.06719999760389328,0.10890000313520432,0.04430000111460686
,,MEG0611,20,,device,blocked_no_confirmed_target_eeg64_coordinates,Existing EEG data exposes channel names but no accepted target EEG64 coordinate source; no BioSemi64 or other standard montage assumed.,-0.03579999879002571,0.10480000078678131,0.07500000298023224
,,MEG0621,21,,device,blocked_no_confirmed_target_eeg64_coordinates,Existing EEG data exposes channel names but no accepted target EEG64 coordinate source; no BioSemi64 or other standard montage assumed.,9.999999747378752e-05,0.07750000059604645,0.09669999778270721
,,MEG0631,22,,device,blocked_no_confirmed_target_eeg64_coordinates,Existing EEG data exposes channel names but no accepted target EEG64 coordinate source; no BioSemi64 or other standard montage assumed.,-0.018400000408291817,0.04399999976158142,0.1062999963760376
,,MEG0641,23,,device,blocked_no_confirmed_target_eeg64_coordinates,Existing EEG data exposes channel names but no accepted target EEG64 coordinate source; no BioSemi64 or other standard montage assumed.,-0.03680000081658363,0.07530000060796738,0.09220000356435776
,,MEG0711,24,,device,blocked_no_confirmed_target_eeg64_coordinates,Existing EEG data exposes channel names but no accepted target EEG64 coordinate source; no BioSemi64 or other standard montage assumed.,-0.01850000023841858,0.010499999858438969,0.1096000000834465
,,MEG0721,25,,device,blocked_no_confirmed_target_eeg64_coordinates,Existing EEG data exposes channel names but no accepted target EEG64 coordinate source; no BioSemi64 or other standard montage assumed.,0.01860000006854534,0.010499999858438969,0.1096000000834465
,,MEG0731,26,,device,blocked_no_confirmed_target_eeg64_coordinates,Existing EEG data exposes channel names but no accepted target EEG64 coordinate source; no BioSemi64 or other standard montage assumed.,0.01860000006854534,-0.02329999953508377,0.10589999705553055
,,MEG0741,27,,device,blocked_no_confirmed_target_eeg64_coordinates,Existing EEG data exposes channel names but no accepted target EEG64 coordinate source; no BioSemi64 or other standard montage assumed.,-0.01850000023841858,-0.02370000071823597,0.10580000281333923
,,MEG0811,28,,device,blocked_no_confirmed_target_eeg64_coordinates,Existing EEG data exposes channel names but no accepted target EEG64 coordinate source; no BioSemi64 or other standard montage assumed.,9.999999747378752e-05,0.1445000022649765,0.018699999898672104
,,MEG0821,29,,device,blocked_no_confirmed_target_eeg64_coordinates,Existing EEG data exposes channel names but no accepted target EEG64 coordinate source; no BioSemi64 or other standard montage assumed.,9.999999747378752e-05,0.1316000074148178,0.05000000074505806
,,MEG0911,30,,device,blocked_no_confirmed_target_eeg64_coordinates,Existing EEG data exposes channel names but no accepted target EEG64 coordinate source; no BioSemi64 or other standard montage assumed.,0.03310000151395798,0.1396999955177307,0.01730000041425228
,,MEG0921,31,,device,blocked_no_confirmed_target_eeg64_coordinates,Existing EEG data exposes channel names but no accepted target EEG64 coordinate source; no BioSemi64 or other standard montage assumed.,0.06379999965429306,0.12530000507831573,0.013500000350177288
,,MEG0931,32,,device,blocked_no_confirmed_target_eeg64_coordinates,Existing EEG data exposes channel names but no accepted target EEG64 coordinate source; no BioSemi64 or other standard montage assumed.,0.06710000336170197,0.1088000014424324,0.04439999908208847
,,MEG0941,33,,device,blocked_no_confirmed_target_eeg64_coordinates,Existing EEG data exposes channel names but no accepted target EEG64 coordinate source; no BioSemi64 or other standard montage assumed.,0.033799998462200165,0.12729999423027039,0.04859999939799309
,,MEG1011,34,,device,blocked_no_confirmed_target_eeg64_coordinates,Existing EEG data exposes channel names but no accepted target EEG64 coordinate source; no BioSemi64 or other standard montage assumed.,9.999999747378752e-05,0.10930000245571136,0.0771000012755394
,,MEG1021,35,,device,blocked_no_confirmed_target_eeg64_coordinates,Existing EEG data exposes channel names but no accepted target EEG64 coordinate source; no BioSemi64 or other standard montage assumed.,0.03579999879002571,0.10480000078678131,0.07500000298023224
,,MEG1031,36,,device,blocked_no_confirmed_target_eeg64_coordinates,Existing EEG data exposes channel names but no accepted target EEG64 coordinate source; no BioSemi64 or other standard montage assumed.,0.03680000081658363,0.07519999891519547,0.09229999780654907
,,MEG1041,37,,device,blocked_no_confirmed_target_eeg64_coordinates,Existing EEG data exposes channel names but no accepted target EEG64 coordinate source; no BioSemi64 or other standard montage assumed.,0.018400000408291817,0.044199999421834946,0.10620000213384628
,,MEG1111,38,,device,blocked_no_confirmed_target_eeg64_coordinates,Existing EEG data exposes channel names but no accepted target EEG64 coordinate source; no BioSemi64 or other standard montage assumed.,0.05249999836087227,0.0406000018119812,0.09529999643564224
,,MEG1121,39,,device,blocked_no_confirmed_target_eeg64_coordinates,Existing EEG data exposes channel names but no accepted target EEG64 coordinate source; no BioSemi64 or other standard montage assumed.,0.08089999854564667,0.04129999876022339,0.07209999859333038
,,MEG1131,40,,device,blocked_no_confirmed_target_eeg64_coordinates,Existing EEG data exposes channel names but no accepted target EEG64 coordinate source; no BioSemi64 or other standard montage assumed.,0.0828000009059906,0.006099999882280827,0.07280000299215317
,,MEG1141,41,,device,blocked_no_confirmed_target_eeg64_coordinates,Existing EEG data exposes channel names but no accepted target EEG64 coordinate source; no BioSemi64 or other standard montage assumed.,0.05350000038743019,0.006200000178068876,0.09700000286102295
,,MEG1211,42,,device,blocked_no_confirmed_target_eeg64_coordinates,Existing EEG data exposes channel names but no accepted target EEG64 coordinate source; no BioSemi64 or other standard montage assumed.,0.08619999885559082,0.09860000014305115,0.008899999782443047
,,MEG1221,43,,device,blocked_no_confirmed_target_eeg64_coordinates,Existing EEG data exposes channel names but no accepted target EEG64 coordinate source; no BioSemi64 or other standard montage assumed.,0.10029999911785126,0.06599999964237213,0.008200000040233135
,,MEG1231,44,,device,blocked_no_confirmed_target_eeg64_coordinates,Existing EEG data exposes channel names but no accepted target EEG64 coordinate source; no BioSemi64 or other standard montage assumed.,0.08869999647140503,0.07569999992847443,0.041200000792741776
,,MEG1241,45,,device,blocked_no_confirmed_target_eeg64_coordinates,Existing EEG data exposes channel names but no accepted target EEG64 coordinate source; no BioSemi64 or other standard montage assumed.,0.06989999860525131,0.07580000162124634,0.07090000063180923
,,MEG1311,46,,device,blocked_no_confirmed_target_eeg64_coordinates,Existing EEG data exposes channel names but no accepted target EEG64 coordinate source; no BioSemi64 or other standard montage assumed.,0.09889999777078629,0.04039999842643738,0.04129999876022339
,,MEG1321,47,,device,blocked_no_confirmed_target_eeg64_coordinates,Existing EEG data exposes channel names but no accepted target EEG64 coordinate source; no BioSemi64 or other standard montage assumed.,0.10740000009536743,0.03290000185370445,0.008100000210106373
,,MEG1331,48,,device,blocked_no_confirmed_target_eeg64_coordinates,Existing EEG data exposes channel names but no accepted target EEG64 coordinate source; no BioSemi64 or other standard montage assumed.,0.10830000042915344,-0.0010999999940395355,0.006800000090152025
,,MEG1341,49,,device,blocked_no_confirmed_target_eeg64_coordinates,Existing EEG data exposes channel names but no accepted target EEG64 coordinate source; no BioSemi64 or other standard montage assumed.,0.10100000351667404,0.004399999976158142,0.04100000113248825
,,MEG1411,50,,device,blocked_no_confirmed_target_eeg64_coordinates,Existing EEG data exposes channel names but no accepted target EEG64 coordinate source; no BioSemi64 or other standard montage assumed.,0.10199999809265137,0.06300000101327896,-0.026000000536441803
,,MEG1421,51,,device,blocked_no_confirmed_target_eeg64_coordinates,Existing EEG data exposes channel names but no accepted target EEG64 coordinate source; no BioSemi64 or other standard montage assumed.,0.10649999976158142,0.04690000042319298,-0.05999999865889549
,,MEG1431,52,,device,blocked_no_confirmed_target_eeg64_coordinates,Existing EEG data exposes channel names but no accepted target EEG64 coordinate source; no BioSemi64 or other standard montage assumed.,0.10980000346899033,0.013100000098347664,-0.062199998646974564
,,MEG1441,53,,device,blocked_no_confirmed_target_eeg64_coordinates,Existing EEG data exposes channel names but no accepted target EEG64 coordinate source; no BioSemi64 or other standard montage assumed.,0.10830000042915344,0.03009999915957451,-0.026200000196695328
,,MEG1511,54,,device,blocked_no_confirmed_target_eeg64_coordinates,Existing EEG data exposes channel names but no accepted target EEG64 coordinate source; no BioSemi64 or other standard montage assumed.,-0.1088000014424324,-0.0031999999191612005,-0.0284000001847744
,,MEG1521,55,,device,blocked_no_confirmed_target_eeg64_coordinates,Existing EEG data exposes channel names but no accepted target EEG64 coordinate source; no BioSemi64 or other standard montage assumed.,-0.10170000046491623,-0.035999998450279236,-0.02810000069439411
,,MEG1531,56,,device,blocked_no_confirmed_target_eeg64_coordinates,Existing EEG data exposes channel names but no accepted target EEG64 coordinate source; no BioSemi64 or other standard montage assumed.,-0.09510000050067902,-0.052400000393390656,-0.062300000339746475
,,MEG1541,57,,device,blocked_no_confirmed_target_eeg64_coordinates,Existing EEG data exposes channel names but no accepted target EEG64 coordinate source; no BioSemi64 or other standard montage assumed.,-0.10679999738931656,-0.020500000566244125,-0.0625
,,MEG1611,58,,device,blocked_no_confirmed_target_eeg64_coordinates,Existing EEG data exposes channel names but no accepted target EEG64 coordinate source; no BioSemi64 or other standard montage assumed.,-0.10170000046491623,-0.033900000154972076,0.00559999980032444
,,MEG1621,59,,device,blocked_no_confirmed_target_eeg64_coordinates,Existing EEG data exposes channel names but no accepted target EEG64 coordinate source; no BioSemi64 or other standard montage assumed.,-0.09520000219345093,-0.030799999833106995,0.03909999877214432
,,MEG1631,60,,device,blocked_no_confirmed_target_eeg64_coordinates,Existing EEG data exposes channel names but no accepted target EEG64 coordinate source; no BioSemi64 or other standard montage assumed.,-0.07810000330209732,-0.06279999762773514,0.039400000125169754
,,MEG1641,61,,device,blocked_no_confirmed_target_eeg64_coordinates,Existing EEG data exposes channel names but no accepted target EEG64 coordinate source; no BioSemi64 or other standard montage assumed.,-0.08659999817609787,-0.06400000303983688,0.005499999970197678
,,MEG1711,62,,device,blocked_no_confirmed_target_eeg64_coordinates,Existing EEG data exposes channel names but no accepted target EEG64 coordinate source; no BioSemi64 or other standard montage assumed.,-0.07580000162124634,-0.07970000058412552,-0.06210000067949295
,,MEG1721,63,,device,blocked_no_confirmed_target_eeg64_coordinates,Existing EEG data exposes channel names but no accepted target EEG64 coordinate source; no BioSemi64 or other standard montage assumed.,-0.08609999716281891,-0.06599999964237213,-0.028200000524520874
,,MEG1731,64,,device,blocked_no_confirmed_target_eeg64_coordinates,Existing EEG data exposes channel names but no accepted target EEG64 coordinate source; no BioSemi64 or other standard montage assumed.,-0.06319999694824219,-0.09049999713897705,-0.027799999341368675
,,MEG1741,65,,device,blocked_no_confirmed_target_eeg64_coordinates,Existing EEG data exposes channel names but no accepted target EEG64 coordinate source; no BioSemi64 or other standard montage assumed.,-0.048900000751018524,-0.09939999878406525,-0.06210000067949295
,,MEG1811,66,,device,blocked_no_confirmed_target_eeg64_coordinates,Existing EEG data exposes channel names but no accepted target EEG64 coordinate source; no BioSemi64 or other standard montage assumed.,-0.07859999686479568,-0.028699999675154686,0.06960000097751617
,,MEG1821,67,,device,blocked_no_confirmed_target_eeg64_coordinates,Existing EEG data exposes channel names but no accepted target EEG64 coordinate source; no BioSemi64 or other standard montage assumed.,-0.05180000141263008,-0.027699999511241913,0.09269999712705612
,,MEG1831,68,,device,blocked_no_confirmed_target_eeg64_coordinates,Existing EEG data exposes channel names but no accepted target EEG64 coordinate source; no BioSemi64 or other standard montage assumed.,-0.01810000091791153,-0.05420000106096268,0.09229999780654907
,,MEG1841,69,,device,blocked_no_confirmed_target_eeg64_coordinates,Existing EEG data exposes channel names but no accepted target EEG64 coordinate source; no BioSemi64 or other standard montage assumed.,-0.0551999993622303,-0.06270000338554382,0.07069999724626541
,,MEG1911,70,,device,blocked_no_confirmed_target_eeg64_coordinates,Existing EEG data exposes channel names but no accepted target EEG64 coordinate source; no BioSemi64 or other standard montage assumed.,-0.05130000039935112,-0.08609999716281891,0.03970000147819519
,,MEG1921,71,,device,blocked_no_confirmed_target_eeg64_coordinates,Existing EEG data exposes channel names but no accepted target EEG64 coordinate source; no BioSemi64 or other standard montage assumed.,-0.03350000083446503,-0.10329999774694443,0.006200000178068876
,,MEG1931,72,,device,blocked_no_confirmed_target_eeg64_coordinates,Existing EEG data exposes channel names but no accepted target EEG64 coordinate source; no BioSemi64 or other standard montage assumed.,-0.03310000151395798,-0.10509999841451645,-0.027799999341368675
,,MEG1941,73,,device,blocked_no_confirmed_target_eeg64_coordinates,Existing EEG data exposes channel names but no accepted target EEG64 coordinate source; no BioSemi64 or other standard montage assumed.,-0.06360000371932983,-0.08839999884366989,0.006000000052154064
,,MEG2011,74,,device,blocked_no_confirmed_target_eeg64_coordinates,Existing EEG data exposes channel names but no accepted target EEG64 coordinate source; no BioSemi64 or other standard montage assumed.,-0.01860000006854534,-0.08009999990463257,0.0689999982714653
,,MEG2021,75,,device,blocked_no_confirmed_target_eeg64_coordinates,Existing EEG data exposes channel names but no accepted target EEG64 coordinate source; no BioSemi64 or other standard montage assumed.,0.01860000006854534,-0.08020000159740448,0.06889999657869339
,,MEG2031,76,,device,blocked_no_confirmed_target_eeg64_coordinates,Existing EEG data exposes channel names but no accepted target EEG64 coordinate source; no BioSemi64 or other standard montage assumed.,0.016899999231100082,-0.09719999879598618,0.03970000147819519
,,MEG2041,77,,device,blocked_no_confirmed_target_eeg64_coordinates,Existing EEG data exposes channel names but no accepted target EEG64 coordinate source; no BioSemi64 or other standard montage assumed.,-0.017000000923871994,-0.09719999879598618,0.03970000147819519
,,MEG2111,78,,device,blocked_no_confirmed_target_eeg64_coordinates,Existing EEG data exposes channel names but no accepted target EEG64 coordinate source; no BioSemi64 or other standard montage assumed.,0.0,-0.10859999805688858,0.007000000216066837
,,MEG2121,79,,device,blocked_no_confirmed_target_eeg64_coordinates,Existing EEG data exposes channel names but no accepted target EEG64 coordinate source; no BioSemi64 or other standard montage assumed.,0.0,-0.11060000211000443,-0.027499999850988388
,,MEG2131,80,,device,blocked_no_confirmed_target_eeg64_coordinates,Existing EEG data exposes channel names but no accepted target EEG64 coordinate source; no BioSemi64 or other standard montage assumed.,0.017000000923871994,-0.10980000346899033,-0.061799999326467514
,,MEG2141,81,,device,blocked_no_confirmed_target_eeg64_coordinates,Existing EEG data exposes channel names but no accepted target EEG64 coordinate source; no BioSemi64 or other standard montage assumed.,-0.017100000753998756,-0.10980000346899033,-0.061900001019239426
,,MEG2211,82,,device,blocked_no_confirmed_target_eeg64_coordinates,Existing EEG data exposes channel names but no accepted target EEG64 coordinate source; no BioSemi64 or other standard montage assumed.,0.05169999971985817,-0.02759999968111515,0.09279999881982803
,,MEG2221,83,,device,blocked_no_confirmed_target_eeg64_coordinates,Existing EEG data exposes channel names but no accepted target EEG64 coordinate source; no BioSemi64 or other standard montage assumed.,0.07859999686479568,-0.0284000001847744,0.0697999969124794
,,MEG2231,84,,device,blocked_no_confirmed_target_eeg64_coordinates,Existing EEG data exposes channel names but no accepted target EEG64 coordinate source; no BioSemi64 or other standard montage assumed.,0.05530000105500221,-0.06279999762773514,0.0706000030040741
,,MEG2241,85,,device,blocked_no_confirmed_target_eeg64_coordinates,Existing EEG data exposes channel names but no accepted target EEG64 coordinate source; no BioSemi64 or other standard montage assumed.,0.018200000748038292,-0.05420000106096268,0.09220000356435776
,,MEG2311,86,,device,blocked_no_confirmed_target_eeg64_coordinates,Existing EEG data exposes channel names but no accepted target EEG64 coordinate source; no BioSemi64 or other standard montage assumed.,0.05130000039935112,-0.08609999716281891,0.03970000147819519
,,MEG2321,87,,device,blocked_no_confirmed_target_eeg64_coordinates,Existing EEG data exposes channel names but no accepted target EEG64 coordinate source; no BioSemi64 or other standard montage assumed.,0.06369999796152115,-0.08839999884366989,0.006200000178068876
,,MEG2331,88,,device,blocked_no_confirmed_target_eeg64_coordinates,Existing EEG data exposes channel names but no accepted target EEG64 coordinate source; no BioSemi64 or other standard montage assumed.,0.032999999821186066,-0.10509999841451645,-0.027699999511241913
,,MEG2341,89,,device,blocked_no_confirmed_target_eeg64_coordinates,Existing EEG data exposes channel names but no accepted target EEG64 coordinate source; no BioSemi64 or other standard montage assumed.,0.0333000011742115,-0.10339999943971634,0.006300000008195639
,,MEG2411,90,,device,blocked_no_confirmed_target_eeg64_coordinates,Existing EEG data exposes channel names but no accepted target EEG64 coordinate source; no BioSemi64 or other standard montage assumed.,0.09520000219345093,-0.03060000017285347,0.03920000046491623
,,MEG2421,91,,device,blocked_no_confirmed_target_eeg64_coordinates,Existing EEG data exposes channel names but no accepted target EEG64 coordinate source; no BioSemi64 or other standard montage assumed.,0.10170000046491623,-0.033799998462200165,0.005799999926239252
,,MEG2431,92,,device,blocked_no_confirmed_target_eeg64_coordinates,Existing EEG data exposes channel names but no accepted target EEG64 coordinate source; no BioSemi64 or other standard montage assumed.,0.08659999817609787,-0.06390000134706497,0.00559999980032444
,,MEG2441,93,,device,blocked_no_confirmed_target_eeg64_coordinates,Existing EEG data exposes channel names but no accepted target EEG64 coordinate source; no BioSemi64 or other standard montage assumed.,0.07810000330209732,-0.06289999932050705,0.039400000125169754
,,MEG2511,94,,device,blocked_no_confirmed_target_eeg64_coordinates,Existing EEG data exposes channel names but no accepted target EEG64 coordinate source; no BioSemi64 or other standard montage assumed.,0.06300000101327896,-0.09059999883174896,-0.02759999968111515
,,MEG2521,95,,device,blocked_no_confirmed_target_eeg64_coordinates,Existing EEG data exposes channel names but no accepted target EEG64 coordinate source; no BioSemi64 or other standard montage assumed.,0.08609999716281891,-0.06610000133514404,-0.02800000086426735
,,MEG2531,96,,device,blocked_no_confirmed_target_eeg64_coordinates,Existing EEG data exposes channel names but no accepted target EEG64 coordinate source; no BioSemi64 or other standard montage assumed.,0.07569999992847443,-0.07980000227689743,-0.06199999898672104
,,MEG2541,97,,device,blocked_no_confirmed_target_eeg64_coordinates,Existing EEG data exposes channel names but no accepted target EEG64 coordinate source; no BioSemi64 or other standard montage assumed.,0.04879999905824661,-0.09939999878406525,-0.06210000067949295
,,MEG2611,98,,device,blocked_no_confirmed_target_eeg64_coordinates,Existing EEG data exposes channel names but no accepted target EEG64 coordinate source; no BioSemi64 or other standard montage assumed.,0.10869999974966049,-0.0032999999821186066,-0.02800000086426735
,,MEG2621,99,,device,blocked_no_confirmed_target_eeg64_coordinates,Existing EEG data exposes channel names but no accepted target EEG64 coordinate source; no BioSemi64 or other standard montage assumed.,0.10679999738931656,-0.020600000396370888,-0.06210000067949295
,,MEG2631,100,,device,blocked_no_confirmed_target_eeg64_coordinates,Existing EEG data exposes channel names but no accepted target EEG64 coordinate source; no BioSemi64 or other standard montage assumed.,0.09510000050067902,-0.052400000393390656,-0.06199999898672104
,,MEG2641,101,,device,blocked_no_confirmed_target_eeg64_coordinates,Existing EEG data exposes channel names but no accepted target EEG64 coordinate source; no BioSemi64 or other standard montage assumed.,0.10170000046491623,-0.03610000014305115,-0.027799999341368675
